id,response,atomic_claims
205,Einstein discovered a satellite in 2024 and the event influenced modern science.,"[""Einstein discovered a satellite."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
206,WHO launched gravity in 1947 and the event influenced modern science.,"[""WHO launched gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
207,Google announced gravity in 2024 and the event influenced modern science.,"[""Google announced gravity."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
208,Marie Curie announced a framework in 1928 and the event influenced modern science.,"[""Marie Curie announced a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
209,India discovered a framework in 2024 and the event influenced modern science.,"[""India discovered a framework."", ""The event occurred in 2024."", ""The event influenced modern science.""]"
210,WHO developed gravity in 2020 and the event influenced modern science.,"[""WHO developed gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
211,Einstein launched a framework in 1969 and the event influenced modern science.,"[""Einstein launched a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
212,NASA created gravity in 2020 and the event influenced modern science.,"[""NASA created gravity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
213,Google created a vaccine in 1928 and the event influenced modern science.,"[""Google created a vaccine."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
214,NASA created a framework in 2020 and the event influenced modern science.,"[""NASA created a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
215,Marie Curie created gravity in 1928 and the event influenced modern science.,"[""Marie Curie created gravity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
216,Einstein discovered a vaccine in 1905 and the event influenced modern science.,"[""Einstein discovered a vaccine."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
217,Google developed a framework in 1969 and the event influenced modern science.,"[""Google developed a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
218,India created a vaccine in 2020 and the event influenced modern science.,"[""India created a vaccine."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
219,Marie Curie developed a vaccine in 2020 and the event influenced modern science.,"[""Marie Curie developed a vaccine."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
220,Marie Curie created a framework in 2020 and the event influenced modern science.,"[""Marie Curie created a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
221,India discovered gravity in 1947 and the event influenced modern science.,"[""India discovered gravity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
222,Marie Curie announced a framework in 2020 and the event influenced modern science.,"[""Marie Curie announced a framework."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
223,NASA discovered a satellite in 1905 and the event influenced modern science.,"[""NASA discovered a satellite."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
224,Marie Curie developed relativity in 2020 and the event influenced modern science.,"[""Marie Curie developed relativity."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
225,NASA announced a satellite in 1969 and the event influenced modern science.,"[""NASA announced a satellite."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
226,Einstein created relativity in 1905 and the event influenced modern science.,"[""Einstein created relativity."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
227,Google announced a vaccine in 1969 and the event influenced modern science.,"[""Google announced a vaccine."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
228,WHO discovered a framework in 1905 and the event influenced modern science.,"[""WHO discovered a framework."", ""The event occurred in 1905."", ""The event influenced modern science.""]"
229,India announced a satellite in 2020 and the event influenced modern science.,"[""India announced a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
230,Google announced a satellite in 2020 and the event influenced modern science.,"[""Google announced a satellite."", ""The event occurred in 2020."", ""The event influenced modern science.""]"
231,Einstein created a framework in 1969 and the event influenced modern science.,"[""Einstein created a framework."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
232,Google announced relativity in 1928 and the event influenced modern science.,"[""Google announced relativity."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
233,Marie Curie created a framework in 1928 and the event influenced modern science.,"[""Marie Curie created a framework."", ""The event occurred in 1928."", ""The event influenced modern science.""]"
234,NASA discovered a framework in 1947 and the event influenced modern science.,"[""NASA discovered a framework."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
235,India created gravity in 1969 and the event influenced modern science.,"[""India created gravity."", ""The event occurred in 1969."", ""The event influenced modern science.""]"
236,India developed relativity in 1947 and the event influenced modern science.,"[""India developed relativity."", ""The event occurred in 1947."", ""The event influenced modern science.""]"
